name,NI,age
Jodi,0.38,60
Kristen,0.11,13
April,0.27,41
Yolanda,0.18,7
Julia,0.86,63
Anna,0.95,61
Anne,0.14,25
Shelly,1,44
Lynn,0.25,47
Kathryn,0.37,39
Connie,0.48,33
Sherri,0.46,35
Tara,0.27,5
Veronica,0.97,12
Colleen,0.39,18
Kristine,0.93,59
Danielle,0.87,6
Traci,0.48,55
Annette,0.46,13
Erin,0.03,57
Kelli,0.31,35
Christy,0.85,16
Alicia,0.93,36
Crystal,0.2,17
Tricia,0.24,41
Anita,0.46,37
Jamie,0.19,50
Amanda,0.57,16
Sonya,0.67,13
Sara,0.91,44
Vicki,0.06,36
Wanda,0.34,35
Debbie,0.23,50
Bonnie,0.74,37
Kristi,0.99,63
Janice,0.26,27
Kellie,0.47,58
Sheri,0.34,26
Cathy,0.73,39
Jessica,0.01,23
Shelley,0.34,22
Kristina,0.77,30
Darlene,0.31,13
Virginia,0.18,11
Martha,0.95,53
Samantha,0.2,35
Beverly,0.77,10
Penny,0.37,38
Yvonne,0.76,56
Tiffany,0.11,37
Marie,0.33,26
Joyce,0.54,59
Felicia,0.79,7
Vanessa,0.06,53
Carmen,0.99,64
Gloria,0.04,8
Cassandra,0.36,46
Yvette,0.21,31
Natalie,0.1,46
Betty,0.57,35
Becky,0.75,11
Judith,1,8
Joanne,0.71,27
Peggy,0.93,9
Toni,0.2,43
Charlotte,0.75,26
Judy,0.73,34
Maureen,0.79,7
Charlene,0.01,20
Tammie,0.89,44
Jody,0.29,16
Sabrina,0.37,65
Jean,0.8,55
Ruth,0.05,29
Ellen,0.38,33
Jane,0.46,6
Tracie,0.6,51
Rose,0.27,22
Shirley,0.66,38
Helen,0.32,44
Vickie,0.29,19
Kerry,0.83,56
Shawn,0.94,22
Sylvia,0.88,6
Kimberley,0.6,17
Katrina,0.72,10
Dorothy,0.78,57
Monique,0.29,15
Sonia,0.71,8
Rita,0.86,34
Alice,0.35,46
Sheryl,0.9,36
Jeanette,0.71,53
Joy,0.37,40
Elaine,0.62,14
Robyn,0.41,50
Kelley,0.18,24
Trina,0.37,61
Belinda,0.7,61
Allison,0.83,43
Frances,0.66,43
Joann,0.06,18
Bridget,0.88,40
Emily,0.28,41
Dina,0.88,33
Gail,0.34,50
Joan,0.71,37
Leigh,0.89,27
Norma,0.96,55
Loretta,0.17,6
Karla,0.43,16
Tami,0.39,25
Roberta,0.83,8
Erica,0.81,16
Stacie,0.85,43
Leah,0.75,24
Eileen,0.06,6
Lora,0.69,62
Kari,0.96,37
Ronda,0.27,15
Evelyn,0.21,49
Rosa,0.62,6
Shari,0.8,48
Marilyn,0.37,27
Jeanne,0.03,39
Kristy,0.67,62
Audrey,0.35,16
Kara,0.16,26
Lara,0.19,42
Erika,0.63,61
Caroline,0.85,20
Jackie,0.55,25
Krista,0.25,56
Tonia,0.41,40
Sonja,0.62,27
Sally,0.13,34
Kristie,0.3,48
Lauren,0.24,63
Shelia,0.95,8
Candace,0.87,47
Ginger,0.19,12
Rochelle,0.38,27
Dena,0.59,62
Lorraine,0.3,6
Melody,0.15,32
Sandy,0.91,30
Terry,0.37,58
Kerri,0.89,14
Juanita,0.83,32
Joanna,0.48,10
Raquel,0.24,60
Christie,0.66,39
Gwendolyn,0.8,21
Deana,0.69,34
Shawna,0.92,17
Lynette,0.24,51
Jo,0.23,10
Angie,0.98,55
Kirsten,0.42,26
Teri,0.72,15
Cheri,0.1,42
Marsha,0.81,62
Lee,0.19,8
Trisha,1,56
Claudia,0.61,12
Marcia,0.6,32
Irene,0.85,51
Alisa,0.55,31
Gretchen,0.48,45
Staci,0.77,5
Meredith,0.26,19
Molly,0.62,48
Eva,0.87,25
Roxanne,0.22,25
Alison,0.49,58
Marla,0.27,62
Bobbie,0.03,49
Darla,0.9,29
Dianna,0.36,33
Doris,0.12,48
Jenny,0.19,53
Megan,0.01,50
Amber,0.17,12
Lynda,0.64,37
Candy,0.68,63
Karin,0.05,36
Jana,0.79,49
Sherrie,0.32,25
Leticia,0.15,59
Cherie,0.69,19
Adrienne,0.23,43
Antoinette,0.24,21
Hope,0.28,60
Aimee,0.64,65
Ramona,0.2,47
Vicky,0.83,27
Lorie,0.11,47
Jacquelyn,0.34,31
Ana,0.58,24
Dianne,0.94,20
Misty,0.21,38
Rachelle,0.54,30
Glenda,0.28,8
Tabitha,0.16,43
Jodie,0.26,64
Priscilla,0.86,5
Phyllis,0.74,44
Angelia,0.94,38
Janine,0.23,8
Marlene,0.06,17
Constance,0.47,26
Shana,0.08,48
Kendra,0.59,49
Lana,0.21,39
Doreen,0.99,46
Audra,0.57,48
Bernadette,0.34,50
Billie,0.82,23
Sue,1,39
Christi,0.6,14
Nichole,0.41,11
Tammi,0.01,7
Lynne,0.38,39
Nina,0.43,40
Vivian,0.82,18
Lydia,0.83,15
Leanne,0.28,37
Rosemary,0.55,26
Camille,0.24,19
Lillian,0.98,5
Desiree,0.74,51
Latonya,0.84,48
Jeannie,0.36,46
Dionne,0.66,31
Lucinda,0.72,63
Arlene,0.41,17
Paige,0.66,36
Wendi,0.39,9
Rachael,0.89,26
Keri,0.07,11
Lesley,0.8,31
Nora,0.08,41
Esther,0.58,56
Courtney,0.81,28
Josephine,0.06,51
Grace,0.47,65
Mona,0.88,33
Ruby,0.24,54
Jeannette,0.53,41
Candice,0.23,14
Patty,0.72,38
Serena,0.77,57
Cathleen,0.83,27
Marcy,0.37,36
Marjorie,0.09,59
Rene,0.34,40
Janelle,0.16,34
Bobbi,0.36,37
Stefanie,0.2,57
Marianne,0.44,12
Tabatha,0.52,29
Annmarie,0.01,62
Mindy,0.24,6
Elisa,0.72,51
Pauline,0.26,27
Daphne,0.76,58
Lorrie,0.81,18
Angel,0.41,19
Darcy,0.52,12
Christa,0.67,54
Ashley,0.51,39
Paulette,0.17,55
Cara,0.67,47
Leann,0.46,55
Laurel,0.38,13
Deirdre,0.76,36
Angelique,0.07,31
Bethany,0.17,25
Gayle,0.5,44
Katie,0.39,19
Jeanine,0.62,40
Miriam,0.25,58
Anissa,0.28,63
Chandra,0.13,23
Shanna,0.16,56
Edith,0.61,41
Iris,0.51,39
Louise,0.53,32
June,0.02,26
Susanne,0.77,58
Sophia,0.44,10
Bridgette,0.66,13
Celeste,0.18,40
Dolores,0.07,50
Shauna,0.44,15
Deanne,0.59,19
Patti,0.27,50
Lucy,0.85,38
Cristina,0.39,56
Irma,0.1,54
Kimberlee,0.96,12
Jenifer,0.47,31
Annie,0.76,52
Jan,0.13,38
Geraldine,0.34,56
Tamra,0.09,57
Francine,0.43,19
Lois,0.83,59
Suzette,0.42,15
Georgia,0.11,23
Alexandra,0.34,36
Nadine,0.48,55
Patrice,0.26,53
Cecilia,0.93,9
Sondra,0.45,20
Jami,0.03,58
Maryann,0.75,54
Angelina,0.19,55
Ladonna,0.97,57
Carole,0.79,61
Lea,0.46,65
Chris,0.91,49
Kris,0.56,49
Marci,0.61,22
Margarita,0.38,32
Melisa,0.81,38
Debora,0.16,34
Faith,0.72,33
Naomi,0.87,20
Dora,0.43,52
Elena,0.97,53
Emma,0.57,9
Marnie,0.51,29
Alma,0.25,15
Natasha,0.82,49
Marcella,0.87,14
Tania,0.31,46
Janie,0.96,5
Marlo,0.03,58
Kay,0.7,12
Nikki,0.52,52
Jeri,0.19,51
Guadalupe,0.29,46
Jennie,0.95,58
Lena,0.53,27
Rosemarie,0.14,52
Ingrid,0.62,50
Janette,0.45,23
Adriana,0.02,17
Tonja,0.18,45
Amelia,0.17,52
Deena,0.17,47
Mia,0.53,27
Malinda,0.06,64
Jeannine,0.63,32
Julianne,0.75,22
Michael,0.72,18
Edna,0.31,15
Myra,0.91,7
Lorena,0.79,59
Tamera,0.09,15
Delores,0.82,50
Lynnette,0.36,19
Mildred,0.51,9
Valarie,0.84,35
Luz,0.9,13
Noelle,0.65,38
Marcie,0.25,47
Beatrice,0.19,46
Brandi,0.03,37
Deann,0.97,56
Susie,0.34,57
Karyn,0.47,34
Maribel,0.7,8
Terrie,0.89,7
Cari,0.74,42
Clara,0.64,10
Danette,0.77,24
Deidre,0.19,22
Betsy,0.37,47
Elisabeth,0.65,23
Marion,0.75,21
Margie,0.87,8
Johanna,0.22,37
Lauri,0.46,49
Shellie,0.25,33
Shonda,0.58,50
Tisha,0.04,62
Brooke,0.23,31
Gladys,0.46,23
Rena,0.87,6
Marisol,0.45,22
Angelica,0.39,14
Bertha,0.73,59
Colette,0.57,27
Olga,0.09,45
Jerri,0.07,32
Jocelyn,0.32,27
Gena,0.15,41
Ida,0.46,17
Bernice,0.75,64
Isabel,0.83,46
Ursula,0.06,22
Pam,0.95,27
Lashawn,0.11,7
Alyssa,0.35,44
Claire,0.85,23
Bridgett,0.39,38
Dee,0.42,19
Alisha,0.29,39
Caryn,0.77,24
Carey,0.05,42
Tasha,0.81,48
Katharine,0.55,16
Lesa,0.5,38
Rosalind,0.34,50
Florence,0.14,24
Corinne,0.07,31
Gwen,0.62,65
Jolene,0.19,28
Bonita,0.22,16
Shelli,0.4,37
Amie,0.21,43
Eleanor,0.05,14
Madeline,0.15,47
Justine,0.7,48
Vera,0.9,50
Nanette,0.05,32
Marisa,0.73,50
Latanya,0.87,56
Greta,0.76,34
Trudy,0.36,49
Hilary,0.26,52
Blanca,0.52,42
Margo,0.11,59
Olivia,0.33,32
Marian,1,30
Penelope,0.2,35
Kerrie,0.03,18
Rebekah,0.63,24
Renae,0.98,42
Therese,0.62,20
Joni,0.5,50
Robert,0.33,48
Nichelle,0.68,33
Tia,0.12,38
Brandy,0.6,19
Annemarie,0.35,10
Keisha,0.5,41
Elise,0.3,41
James,0.85,18
Shelby,0.32,21
Jessie,0.4,13
Maura,0.76,54
Silvia,0.93,43
Tamatha,0.31,24
Joelle,0.53,19
Thelma,0.7,29
Ella,0.71,54
Stella,0.68,42
Ericka,0.26,15
Tamela,0.12,13
Mitzi,0.87,12
Liza,1,34
Janel,0.12,57
Claudine,0.95,26
Aretha,0.82,60
Dara,0.75,31
Gabrielle,0.23,17
Denice,0.6,21
Allyson,0.63,50
Leeann,0.06,22
Karrie,0.61,37
Delia,0.58,7
Maritza,0.68,21
Daisy,0.4,5
Patsy,0.42,38
Lorna,0.66,36
Polly,0.56,51
Corina,0.53,51
David,0.02,19
Josette,0.37,12
Lorri,0.35,11
Rosie,0.84,29
Eugenia,0.87,52
Felecia,0.72,57
Juliet,0.91,31
Della,0.41,50
John,0.74,58
Antonia,0.96,35
Latonia,0.22,39
Whitney,0.37,59
Hilda,0.5,32
Shannan,0.11,14
Elsa,0.97,28
Abigail,0.68,8
Lawanda,0.58,34
Richelle,0.79,64
Leona,0.97,65
Marina,0.28,59
Benita,0.69,58
Coleen,0.28,65
Dayna,0.03,40
Alissa,0.23,12
Clarissa,0.84,14
Ethel,0.52,36
Lourdes,1,19
Sandi,0.02,62
Selena,0.26,38
Janis,0.79,33
Michell,0.18,30
Marta,0.68,17
Missy,0.21,29
Simone,0.34,60
Randi,0.64,5
Rae,0.03,14
Rosalinda,0.75,26
Janeen,0.17,5
Malissa,0.72,39
Mechelle,0.96,31
Demetria,0.89,43
Geneva,0.1,64
Janell,0.93,9
Lucille,0.51,17
Mara,0.09,39
Marissa,0.69,47
Tyra,0.94,12
Genevieve,0.4,26
Sharron,0.51,56
Hollie,0.78,49
Marni,0.59,62
Martina,0.97,40
Janna,0.71,63
Jeanie,0.44,22
Saundra,0.11,58
Vikki,0.64,22
Lenora,0.59,57
Wilma,0.17,29
Valencia,0.1,46
Buffy,0.51,60
Aileen,0.19,60
Juli,0.24,50
Danita,0.84,29
Deidra,0.4,6
Ivy,0.8,61
Susanna,0.33,63
Renita,0.12,18
Letitia,0.59,13
Celia,0.84,10
Danna,0.48,57
Jeanna,0.93,30
Maxine,0.25,26
Shanda,0.24,51
Vonda,0.5,59
Noreen,0.77,51
Robbin,0.08,22
Casandra,0.96,23
Charity,0.41,52
Faye,0.36,41
Gayla,0.35,9
Krystal,0.46,62
Meghan,0.1,64
Jayne,0.86,20
Robbie,0.63,58
Lillie,0.92,37
Kate,0.69,5
Rosalyn,0.78,25
Brigitte,0.05,26
Shani,0.62,15
Ada,0.91,42
Charmaine,0.2,38
Gabriela,0.51,27
Trena,0.02,27
Stacia,0.26,39
Eve,0.01,6
Lolita,0.76,34
Kenya,0.76,30
Sharlene,0.66,44
Marybeth,0.13,40
Charla,0.79,47
Darci,0.75,47
Mari,0.73,58
Graciela,0.42,38
Mandy,0.98,56
Johnna,0.78,61
Leanna,0.95,15
Rosalie,0.31,30
Miranda,0.23,61
Verna,0.25,6
Alana,0.29,21
Cecelia,0.77,59
Georgina,0.26,37
Hazel,0.64,64
Jeana,0.28,64
Lissette,0.42,59
Lucia,0.23,36
Tawana,0.39,47
Anastasia,0.49,51
Candi,0.05,22
Cassie,0.87,28
Catrina,0.41,7
Alexis,0.41,10
Beatriz,0.42,15
Chanda,0.61,12
Barbra,0.56,6
Cinnamon,0.09,6
Cora,0.6,8
Evette,0.37,8
Holli,0.82,47
Sheree,0.92,54
Tawnya,0.45,16
Chelsea,0.82,51
Dawna,0.5,31
Lisette,0.82,61
Roslyn,0.92,18
Shanon,0.46,44
Susana,0.88,38
Adrian,0.75,38
Alecia,0.25,10
Larissa,0.9,32
Eunice,0.68,42
William,0.49,31
Hillary,0.96,24
Latricia,0.59,36
Carmela,0.15,52
Corinna,0.6,21
Willie,0.61,24
Antionette,0.68,29
Coretta,0.82,64
Loriann,0.83,60
Kayla,0.07,26
Melodie,0.45,46
Pamala,0.49,5
Gia,0.54,57
Helena,0.32,16
Johnnie,0.01,58
Cindi,0.54,59
Ivette,0.32,12
Kathie,0.5,60
Luann,0.08,28
Casey,0.71,12
Velma,0.65,43
Carlene,0.49,10
Dale,0.6,24
Christal,0.06,11
Valeria,0.97,55
Rosetta,0.75,64
Myrna,0.64,35
Rosanne,0.99,18
Chrystal,0.95,47
Claudette,0.97,57
Kami,0.41,25
Kathi,0.29,10
Maricela,0.68,55
Noel,0.38,39
Darcie,0.85,8
Dixie,0.9,6
Rosanna,0.06,57
Cristy,0.84,10
Cathryn,0.72,45
Lanette,0.61,11
Windy,0.43,6
Georgette,0.54,64
Karri,0.39,23
Lorene,0.2,20
Roxanna,0.98,43
Tressa,0.58,51
Athena,0.49,20
Elissa,0.34,55
Frankie,0.58,14
Josie,0.06,56
Juliana,0.07,51
Marguerite,0.21,41
Camilla,0.82,39
Juana,0.67,7
Adrianne,0.09,56
Carolina,0.51,20
Christopher,0.88,65
Gerri,0.28,60
Judi,0.52,21
Lenore,0.15,43
Richard,0.04,35
Tamika,0.55,11
Teressa,0.59,9
Ava,0.23,22
Dedra,1,28
Mellissa,0.15,36
Ami,0.28,45
Lola,0.94,22
Caren,0.67,6
Ernestine,0.68,30
Jacquline,0.58,45
Maggie,0.84,21
Aida,0.47,58
Andra,0.33,50
Anjanette,0.08,41
Roxann,0.97,37
Kathrine,0.9,57
Noemi,0.74,44
Tana,0.14,50
Tresa,0.26,22
Jaime,0.84,9
Mercedes,0.71,33
Jolie,0.87,6
Mollie,0.07,53
Elsie,0.72,18
Lizette,0.4,64
Lorinda,0.72,20
Lou,0.52,29
Kirstin,0.32,63
Laverne,0.33,37
Roseann,0.37,56
Tena,0.43,10
Yolonda,0.94,39
Elvira,0.54,28
Leisa,0.68,29
Racquel,0.78,11
Nicolle,0.33,65
Patrica,0.66,27
Kandy,0.12,32
Kecia,0.68,58
Sharla,0.87,53
Alberta,0.18,61
Anthony,0.24,47
Bessie,0.28,42
Carin,0.72,28
Kandi,0.04,46
Latrice,0.68,7
Suzanna,0.52,52
Tiffani,0.88,19
Althea,0.63,50
Collette,0.64,56
Gale,0.38,51
Geri,0.5,60
Helene,0.33,60
Autumn,0.43,62
Charisse,0.47,25
Danelle,0.88,5
Dona,0.58,45
Joseph,0.65,31
Libby,0.33,15
Esmeralda,0.01,59
Harriet,0.99,15
Karie,0.99,61
Misti,0.6,47
Deloris,0.21,18
Francesca,0.81,37
Kisha,0.62,23
Magdalena,0.3,52
Adriane,0.18,11
Cherry,0.27,22
Monika,0.63,62
Janene,0.94,30
Kimberli,0.31,23
Laureen,0.62,65
Starla,0.34,28
Dorothea,0.46,46
Kristal,0.15,53
Latasha,0.78,22
Shonna,0.01,55
Abby,0.62,24
Carri,0.11,5
Christian,0.4,37
Cori,0.23,54
Rona,0.72,35
Valorie,0.92,65
Brigette,0.59,65
Chantel,0.35,62
Christin,0.11,44
Melonie,0.41,44
Milagros,0.88,58
Nellie,0.24,50
Selina,0.45,64
Venus,0.36,33
Francis,0.93,29
Hannah,0.66,10
Mayra,0.3,35
Sherie,0.73,47
Andria,0.66,58
Angeline,0.11,61
Lavonne,0.63,10
Tessa,0.43,45
Latisha,0.37,18
Linette,0.93,53
Machelle,0.48,58
Maryellen,0.99,62
Mattie,0.89,20
Pearl,0.04,57
Corey,0.58,47
Dione,0.84,18
Joey,0.06,24
Tori,0.43,54
Glenna,0.6,55
Lila,0.11,59
Mark,0.24,42
Marti,1,58
Nicola,0.44,59
Viola,0.12,32
Alyson,0.27,46
Cherise,0.07,61
Jada,0.87,46
Marlena,0.34,37
Michaela,0.64,14
Davina,0.3,30
Dori,0.22,8
Juliette,0.39,35
Minnie,0.4,21
Violet,0.76,47
Angelita,0.36,8
Consuelo,0.25,15
Dorene,0.85,23
Freda,0.34,30
Lupe,0.82,5
Charles,0.88,20
Flora,0.22,32
Leila,0.23,6
Lucretia,0.58,21
Roxane,0.64,55
Estella,0.88,55
Maryjo,0.69,61
Milissa,0.64,14
Pennie,0.29,39
Inez,0.88,45
Kyra,0.96,42
Mindi,0.8,48
Tangela,0.86,37
Corrine,0.71,59
Katy,0.17,22
Rosario,0.16,58
Shiela,0.87,52
Stephenie,0.09,65
Twila,0.64,45
Adele,0.77,61
Agnes,0.03,59
Dominique,0.06,13
Kaye,0.3,63
Lesli,0.99,28
Rhoda,0.19,35
Aurora,0.13,58
Brian,0.35,30
Kimberlie,0.15,34
Susannah,0.91,10
Carmella,0.63,25
Cary,0.37,18
Gillian,0.48,54
Renea,0.04,27
Shona,0.09,58
Carleen,0.73,50
Eric,0.82,11
Gay,0.18,64
Gracie,0.03,54
Kevin,0.17,7
Mae,0.81,29
Mellisa,0.74,6
Merry,0.96,28
Sofia,0.51,23
Christen,0.16,63
Julianna,0.24,37
Alexandria,0.02,21
Diann,0.28,49
Loren,0.82,22
Louisa,0.49,18
Nita,0.4,42
Rolanda,0.68,14
Sharonda,0.15,30
Julissa,0.81,13
Minerva,0.78,10
Tanja,0.24,61
Treva,0.2,43
Britt,0.12,60
Corrina,0.6,57
Eliza,0.51,16
Jonna,0.26,5
Keely,0.91,39
Lesia,0.77,52
Loraine,0.36,49
Liane,0.05,20
Steven,0.94,64
Tamie,0.46,30
Elva,0.6,58
Esperanza,0.36,12
Jayme,0.98,57
Liz,0.04,52
Paul,0.05,16
Ronna,0.89,29
Scott,0.07,10
Tamala,0.02,38
Cristine,0.82,50
Edwina,1,10
Juliann,0.14,23
Karina,0.42,36
Kira,0.2,27
Leilani,0.57,5
Luanne,0.44,15
Lyn,0.08,43
Nicki,0.58,53
Portia,0.23,30
Tawanda,0.2,11
Annamarie,0.52,39
Araceli,0.97,60
Dorinda,0.14,59
Josefina,0.19,23
Marisela,0.91,59
Sallie,0.32,38
Suzan,0.04,61
Francisca,0.14,49
Jennifer,0.98,35
Lisa,0.25,20
Kimberly,0.74,20
Michelle,0.55,27
Amy,0.35,19
Angela,0.54,11
Melissa,0.5,8
Tammy,0.79,41
Mary,1,44
Tracy,0.84,36
Julie,0.1,16
Karen,0.89,6
Laura,0.92,21
Christine,0.53,23
Susan,0.92,58
Dawn,0.65,41
Stephanie,0.11,22
Elizabeth,0.67,31
Heather,0.46,22
Kelly,0.48,23
Tina,0.85,34
Shannon,0.37,48
Lori,0.9,46
Patricia,0.38,14
Pamela,0.11,63
Cynthia,0.31,36
Sandra,0.71,6
Wendy,0.17,34
Rebecca,0.94,5
Nicole,0.45,36
Michele,0.26,14
Donna,0.7,42
Deborah,0.61,18
Teresa,0.21,28
Christina,0.93,24
Denise,0.1,61
Sharon,0.22,30
Linda,0.7,51
Maria,0.62,7
Brenda,0.94,51
Barbara,0.64,52
Stacy,0.39,23
Andrea,0.46,62
Cheryl,0.58,46
Kathleen,0.27,12
Rhonda,0.5,42
Debra,0.46,50
Stacey,0.66,24
Tonya,0.66,24
Nancy,0.1,22
Robin,0.12,54
Jill,0.3,40
Theresa,1,58
Dana,0.33,65
Tracey,0.07,56
Monica,0.22,16
Paula,0.35,24
Rachel,0.57,7
Catherine,0.81,27
Sherry,0.25,45
Gina,0.32,19
Ann,0.22,53
Kristin,0.25,42
Leslie,0.71,27
Sarah,0.02,40
Jacqueline,0.62,25
Katherine,0.59,43
Renee,0.35,53
Tara,0.72,58
Diane,0.17,49
Carol,0.02,17
Cindy,0.28,55
Carrie,0.13,17
Sheila,0.96,48
Holly,0.05,45
Tanya,0.35,49
Kathy,1,48
Kim,0.1,36
Tamara,0.29,60
Margaret,0.21,31
Heidi,0.72,38
Kristen,0.97,45
April,0.91,51
Carolyn,0.14,50
Victoria,0.02,24
Regina,0.91,11
Suzanne,0.24,6
Laurie,0.11,45
Diana,0.53,10
Deanna,0.97,7
Melanie,1,16
Beth,0.3,36
Melinda,0.01,38
Carla,0.74,53
Jodi,0.07,19
Janet,0.39,50
Valerie,0.7,56
Jessica,0.03,42
Tiffany,0.77,26
Traci,0.17,56
Crystal,0.45,14
Anna,0.18,50
Shelly,0.09,52
Kathryn,0.23,19
Christy,0.32,42
Yolanda,0.78,18
Sabrina,0.68,58
Amanda,0.67,32
Kristine,0.58,29
Veronica,0.52,24
Erin,0.88,29
Anne,0.11,36
Terri,0.86,23
Danielle,0.63,51
Kelli,0.9,59
Colleen,0.42,64
Connie,0.9,12
Alicia,0.88,41
Lynn,0.99,34
Jamie,0.03,6
Julia,0.31,30
Sherri,0.72,35
Kristi,0.92,48
Tricia,0.94,60
Kristina,0.9,32
Sara,0.47,17
Anita,0.96,30
Annette,0.82,11
Erica,0.36,58
Bonnie,0.79,43
Sonya,0.1,62
Wanda,0.49,61
Allison,0.03,38
Vicki,0.06,9
Cassandra,0.55,20
Krista,0.76,44
Cathy,0.12,35
Vanessa,0.88,64
Felicia,0.85,9
Sheri,0.02,40
Yvonne,0.35,30
Martha,0.19,12
Natalie,0.17,30
Shelley,0.4,15
Janice,0.66,12
Virginia,0.91,63
Tracie,0.48,7
Debbie,0.51,27
Samantha,0.51,44
Beverly,0.76,37
Katrina,0.96,34
Jody,0.92,47
Carmen,0.41,37
Marie,0.67,34
Darlene,0.19,40
Toni,0.31,32
Penny,0.46,58
Kellie,0.59,7
Jean,0.86,5
Monique,0.23,6
Becky,0.35,26
Yvette,0.89,14
Gloria,0.2,7
Joyce,0.94,8
Stacie,0.82,45
Charlotte,0.63,58
Charlene,0.23,53
Shawn,0.82,33
Betty,0.18,19
Joanne,0.84,55
Erika,0.76,34
Trina,0.45,23
Emily,0.48,5
Peggy,0.9,61
Tammie,0.81,50
Kerry,0.46,10
Judy,0.2,17
Ruth,0.46,7
Bridget,0.94,41
Dorothy,0.61,6
Maureen,0.63,25
Kristie,0.23,53
Rose,0.56,20
Joy,0.58,23
Kimberley,0.54,42
Sonia,0.2,54
Alison,0.18,15
Ellen,0.22,14
Sylvia,0.48,31
Jeanette,0.94,64
Helen,0.46,62
Leah,0.81,33
Judith,0.28,21
Kari,0.39,43
Vickie,0.53,58
Karla,0.53,16
Kristy,0.26,56
Shirley,0.59,65
Frances,0.2,47
Belinda,0.55,55
Alice,0.33,45
Jane,0.64,23
Rita,0.42,54
Jeanne,0.5,65
Tami,0.63,60
Joann,0.43,21
Dina,0.4,65
Dena,0.88,14
Kara,0.32,24
Shawna,0.37,59
Robyn,0.76,56
Kelley,0.89,9
Leigh,0.39,10
Sheryl,0.64,46
Raquel,0.53,54
Evelyn,0.46,55
Elaine,0.23,47
Norma,0.39,47
Candace,0.01,25
Tonia,0.19,54
Gail,0.04,37
Rosa,0.57,31
Kerri,0.88,42
Jenny,0.89,42
Marsha,0.97,59
Ginger,0.4,43
Aimee,0.91,59
Roberta,0.46,47
Caroline,0.01,40
Jackie,0.82,36
Loretta,0.14,64
Deana,0.73,44
Ronda,0.78,65
Meredith,0.95,28
Lara,0.52,20
Joanna,0.06,46
Christie,0.68,16
Joan,0.06,33
Lauren,0.92,25
Sonja,0.96,43
Audrey,0.83,21
Angie,0.28,17
Amber,0.41,31
Marcia,0.18,13
Eileen,0.24,52
Megan,0.48,9
Juanita,0.65,7
Marilyn,0.09,9
Sally,0.42,35
Gretchen,0.13,32
Sandy,0.34,39
Claudia,1,29
Gwendolyn,0.07,32
Bobbie,0.49,22
Christa,0.07,50
Lora,0.59,41
Shari,0.47,35
Molly,0.09,46
Shelia,0.66,47
Cheri,0.23,7
Rochelle,0.89,47
Melody,0.49,59
Lorraine,0.13,24
Lynette,0.58,47
Alisa,0.62,10
Kendra,0.39,17
Misty,0.96,26
Staci,0.55,29
Terry,0.67,5
Angel,0.56,30
Billie,0.7,62
Jo,0.97,21
Marla,0.83,19
Teri,0.64,14
Irene,0.76,44
Stefanie,0.04,26
Jodie,0.38,60
Karin,0.63,37
Tabitha,0.36,34
Janine,0.95,5
Ana,0.75,25
Candy,0.45,60
Nichole,0.81,12
Kirsten,0.56,13
Jana,0.1,44
Antoinette,0.83,32
Eva,0.04,11
Candice,0.42,64
Roxanne,0.85,5
Cherie,0.37,47
Adrienne,0.79,35
Dianna,0.28,49
Shana,0.64,63
Rachelle,0.83,9
Hope,0.68,41
Dianne,0.81,26
Leticia,0.01,40
Lee,0.73,22
Darla,0.62,6
Jacquelyn,0.62,12
Angelique,0.06,14
Latonya,0.1,63
Trisha,0.09,10
Priscilla,0.74,44
Ashley,0.53,63
Sherrie,0.62,16
Angelia,0.04,58
Lydia,0.42,10
Ramona,0.04,17
Patrice,0.28,44
Marisol,0.32,56
Glenda,0.52,24
Rachael,0.44,48
Christi,0.33,57
Doris,0.07,9
Marlene,0.82,26
Audra,0.68,44
Tammi,0.89,44
Lynda,0.29,29
Wendi,0.04,60
Dionne,0.24,59
Lorie,0.44,52
Jeannie,0.48,16
Vicky,0.08,58
Nina,0.52,58
Camille,0.47,47
Paulette,0.09,17
Constance,0.15,52
Jeanine,0.3,13
Keri,0.35,41
Rosemary,0.38,5
Bobbi,0.98,20
Desiree,0.5,34
Courtney,0.73,58
Lana,0.17,51
Lillian,0.52,46
Shauna,0.42,18
Bernadette,0.24,13
Vivian,0.23,33
Grace,0.45,10
Lesley,0.36,54
Phyllis,0.7,58
Paige,0.66,16
Shanna,0.46,30
Brooke,0.73,57
Marcy,0.92,57
Jenifer,0.06,19
Esther,0.96,15
Arlene,0.04,21
Cara,0.06,19
Natasha,0.62,62
Jeannette,0.32,39
Doreen,0.8,28
Mindy,0.21,32
Bethany,0.85,62
Katie,0.03,30
Ruby,0.76,37
Chandra,0.67,10
Elisa,0.96,24
Daphne,0.77,46
Leanne,0.8,14
Darcy,0.5,25
Marianne,0.84,40
Brandi,0.33,56
Josephine,0.88,19
Nora,0.34,9
Lynne,0.71,7
Sue,0.39,31
Nikki,0.22,24
Miriam,0.72,59
Marci,0.5,38
Annmarie,0.61,28
Iris,0.71,15
Serena,0.66,30
Cathleen,0.87,32
Marjorie,0.61,19
Pauline,0.09,22
Bridgette,0.16,6
Mona,0.73,12
Alexandra,0.43,60
Lucinda,0.66,44
Laurel,0.52,45
Cecilia,0.25,42
Ericka,0.77,30
Brandy,0.76,53
Jeannine,0.66,61
Janelle,0.87,30
Francine,0.14,33
Anissa,0.64,41
Jennie,0.06,45
Nadine,0.86,16
